id,name,vendorType,vendorTypes,type,serviceType,description,directPayMarketplace,additionalLocations,subjectsTaught,pricingModel,price,pricingNotes,isProductionReady,curricularClassification,bonusTagsRaw,minGrade,maxGrade,isPreK,isElementary,isMiddle,isHigh,displayGradeRange,costOptions,address_street,address_city,address_state,address_zipcode,address_county,address_region,location_lat,location_lng,contact_website,contact_phone,contact_email,financial_minAnnualTuition,financial_maxAnnualTuition,academics_studentGrowth,academics_attendanceRate,academics_graduationRate,academics_studentTeacherRatio,academics_retentionRate
recTefJiSlCU7KTzG,Holy Trinity Catholic School - Dallas,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,3815 Oak Lawn Ave,Dallas,TX,75219,Dallas County,Dallas-Fort Worth,32.814920457288,-96.802362187294,https://htcsdallas.org,(214) 526-5113,kaguilar@htcsdallas.org,,,,,,,
recTiGjHhjuvUWnBy,St. Michael School - Weimar,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,103 E North St,Weimar,TX,78962,Colorado County,Houston Area,29.707341006896,-96.780087227744,https://www.stmichaelswords.org,(979) 725-8461,jroeder@stmichaelswords.org,,,,,,,
recTp8T2CkFLzIGzC,Horizon Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,2211 S Bowen Rd,Pantego,TX,76013,Tarrant County,Dallas-Fort Worth,32.707888859679,-97.149134175671,,(817) 460-1971,horizonlearningcenter2211@yahoo.com,,,,,,,
recTpQ4KdOVtMrPuz,Kids R Kids #5,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,16722 Squyres Rd,Spring,TX,77379,Harris County,Houston Area,30.014542042465,-95.530087589072,https://www.krkchampions.com,(281) 257-2121,tpena@krkchampions.com,,,,,,,
recTqMSjvSqbLHIos,Cornerstone Christian Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,9,True,True,True,True,Grades PreK–9,EFA-Eligible,2140 First Colony Blvd,Sugar Land,TX,77479,Fort Bend County,Houston Area,29.592650663505,-95.637162486883,https://www.cornerstonecca.org,(281) 566-3195,enicholie@cornerstonecca.org,,,,,,,
recU3FmVs0MRKq606,Cristo Rey Jesuit College Preparatory School Of Houston,Schools,Schools,Private School,local,,,,,,,,True,,,9,12,False,False,False,True,Grades 9–12,EFA-Eligible,6700 Mount Carmel St,Houston,TX,77087,Harris County,Houston Area,29.664192794246,-95.308907879241,https://www.cristoreyjesuit.org,(281) 501-1298,bloya@cristoreyjesuit.org,,,,,,,
recUHepSEgjjjtUDl,Holy Cross Catholic Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,4110 S Bonham St,Amarillo,TX,79110,Randall County,Panhandle,35.172197767269,-101.859640028274,https://www.holycrossama.org,(806) 355-9637,clogan@holycrossama.org,,,,,,,
recULl9p6uOmemkuK,Cadence Academy Preschool-Wylie,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,1451 Park Blvd,Wylie,TX,75098,Collin County,Dallas-Fort Worth,33.031103801205,-96.565953855325,https://www.cadence-education.com/locations/tx/wylie/313?utm_source=google&utm_medium=local_listing&utm_campaign=local_seo,(972) 429-1100,wylie@bearfootschools.com,,,,,,,
recUTVxvoMV4AVcQb,Tiny Tots U Learning Academy At Southhaven,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,4613 66th St,Lubbock,TX,79414,Lubbock County,West Texas,33.534178747288,-101.909702878288,https://www.tinytotsu.com,(806) 788-1800,southhaven@tinytotsu.com,,,,,,,
recUg6YJiCI4OtOOe,Yorktown Spanish School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,123 E Colorado Blvd,Dallas,TX,75203,Dallas County,Dallas-Fort Worth,32.758909458941,-96.82259124407,https://www.yorktownspanishschool.com,(214) 957-6036,mailbox@yorktownspanishschool.com,,,,,,,
recV7nmD65ORqCp6s,The Children's Courtyard,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,8560 Esters Blvd,Irving,TX,75063,Dallas County,Dallas-Fort Worth,32.925614327314,-97.008391462903,https://childrenscourtyard.com/3013,(972) 929-2965,freeport@childrenscourtyard.com,,,,,,,
recVDSKzwggLDOUoI,The Learner's Nest Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,17214 Red Oak Dr,Houston,TX,77090,Harris County,Houston Area,30.021509297564,-95.446859917713,https://www.thelearnersnestacademy.com,(346) 235-3286,childcare@thelearnersnestacademy.com,,,,,,,
recVHcxIITfrSExct,Life Church Child Development Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,4424 SW Loop 410,San Antonio,TX,78227,Bexar County,San Antonio Area,29.387273,-98.6455857,https://www.lifechurchlcsw.com,(210) 674-6784,egrant@lifechurchsa.com,,,,,,,
recVLCN2R5KAI6ROk,Little Harvard Academy Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,5751 Treaschwig Rd,Spring,TX,77373,Harris County,Houston Area,30.045574485471,-95.345994812788,http://littleharvardacademycenter.com,(713) 550-7412,littleharvardacademycenter@gmail.com,,,,,,,
recVO1NMhWdCTRT3C,Bright Beginnings Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,145 Evangeline Dr,Vidor,TX,77662,Orange County,East Texas,30.161767281045,-94.016719391357,https://brightbeginningslearningcenter.org,(409) 422-4409,chelynbutts@currently.com,,,,,,,
recVTttmz1UzlMios,The Learning Experience,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,30016 Aldine Westfield Rd,Spring,TX,77386,Montgomery County,Houston Area,30.123928837594,-95.400382339589,https://thelearningexperience.com/centers/north-spring,(281) 292-6785,northspring@tlechildcare.com,,,,,,,
recVYcrXhy9nmO8o6,Country Acres Child Development Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,420 Old Decatur Rd,Saginaw,TX,76179,Tarrant County,Dallas-Fort Worth,32.864478221682,-97.390644613774,https://www.countryacreschildcare.com,(817) 232-5458,saginaweducators@gmail.com,,,,,,,
recVYhiXNeHyPDkLC,The L.E.A.F Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,20621 Kuykendahl Rd,Spring,TX,77379,Harris County,Houston Area,30.069956434442,-95.509123192876,https://www.theleafacademy.com,(832) 717-0808,corporate@theleafacademy.com,,,,,,,
recVaCkqO66qSoy6l,The Learning Experience,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,8744 Ohio Dr,Plano,TX,75024,Collin County,Dallas-Fort Worth,33.096392907467,-96.796647052777,https://thelearningexperience.com/centers/plano,(469) 362-6998,plano@tlechildcare.com,,,,,,,
recVk771Zrhxnh0KG,The Childrens Courtyard,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,4500 Alliance Gateway Fwy,Fort Worth,TX,76177,Tarrant County,Dallas-Fort Worth,32.977482580318,-97.265038973286,https://www.childrenscourtyard.com/your-local-school/fort-worth-tx-3057,(817) 430-4730,alliance@childrenscourtyard.com,,,,,,,
recVqdoD1f3XKftij,Childrens World,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,2135 51st St,Lubbock,TX,79412,Lubbock County,West Texas,33.547807162249,-101.864032634077,https://childrensworldlc​.com,(806) 747-2747,chldrnswor@aol.com,,,,,,,
recVyNUoIJgrZGoJW,Kidz Are People Too Early Childhood Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,107 W Danieldale Rd,Duncanville,TX,75137,Dallas County,Dallas-Fort Worth,32.633062473516,-96.906404964271,https://kidzarepeopletoo.com,(972) 670-2476,kidzarepeopletoo@gmail.com,,,,,,,
recWJQ8xEmt8oUTE0,St. Michael's Catholic Preparatory School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,3000 Barton Creek Blvd,Austin,TX,78735,Travis County,Austin Area,30.286991318456,-97.874774782775,https://www.smcprep.org,(512) 328-2323,clynch@smcprep.org,,,,,,,
recWLJP3xu5qV63gH,Grace Classical Christian Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,910 Paluxy Rd,Granbury,TX,76048,Hood County,Dallas-Fort Worth,32.435693251707,-97.797143055232,https://graceclassical.com,(817) 771-4951,ghoshauer@graceclassical.com,,,,,,,
recWMzFbxQhfRNEuM,Vanguard Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,5,,True,,,Grades PreK–5,EFA-Eligible,"9720 Town Park Dr, Ste 200",Houston,TX,77036,Harris County,Houston Area,29.711860981734,-95.552990996916,https://vanguard-academy.com,(281) 530-9895,bellaire@vanguard-academy.com,,,,,,,
recWO5W0RYljrZjGM,Kiddie Corner Learning Academy 2,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,2430 Wayne Dr,San Antonio,TX,78222,Bexar County,San Antonio Area,29.397555863497,-98.387647490267,https://kiddiecornerlearning.com,(210) 648-7146,danielle.kcla@gmail.com,,,,,,,
recWQrfIv7aGX5Cof,Kiddie Academy Of Clear Lake,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,11534 Space Center Blvd,Houston,TX,77059,Harris County,Houston Area,29.623711784015,-95.139375105776,https://www.kiddieacademy.com/clearlake,(713) 714-1476,tymeka.moore@kiddieacademy.net,,,,,,,
recWS4ejzJGDlaJf2,Little Braves Child Care,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,"2010 Redskin Ave, Ste B",Donna,TX,78537,Hidalgo County,Rio Grande Valley,26.176228359531,-98.040020000922,,(956) 377-5466,littlebraveschildcare@yahoo.com,,,,,,,
recWWwQefVC5MbaPG,Ward Every Early Childhood Training Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,4005 German Pointer Way,Fort Worth,TX,76123,Tarrant County,Dallas-Fort Worth,32.607859016768,-97.381122655282,https://www.wardevryacademy.com,(682) 703-1016,info@wardeveryacademy.com,,,,,,,
recWYOAWapLk5zbVI,Terri's Treehouse Daycare,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,1511 Ave H,Levelland,TX,79336,Hockley County,West Texas,33.576924572569,-102.377441194561,,(806) 598-6879,terristreehousedaycare@gmail.com,,,,,,,
recWYsfI4jahpCfjZ,St. James Episcopal School Del Rio,Schools,Schools,Private School,local,,,,,,,,True,,,-1,6,True,True,True,False,Grades PreK–6,EFA-Eligible,206 W Greenwood,Del Rio,TX,78840,Val Verde County,South Texas,29.358350157928,-100.900178002603,https://www.sjesdelrio.org,(830) 775-9911,nweston@sjesdelrio.org,,,,,,,
recWd8iDiMHrb7k3v,Clear Lake Academy Prep School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,17321 El Camino Real,Houston,TX,77058,Harris County,Houston Area,29.551277318606,-95.113717445851,https://www.clearlakeacademy.org,(346) 230-7166,clearlakeacademy@gmail.com,,,,,,,
recWiRGe7S6JThK2Z,Holy Trinity Catholic High School Temple,Schools,Schools,Private School,local,,,,,,,,True,,,9,12,False,False,False,True,Grades 9–12,EFA-Eligible,6608 W Adams Ave,Temple,TX,76502,Bell County,Central Texas,31.116664974394,-97.413261288742,https://holytrinitychs.org,(254) 771-0787,jwright@holytrinitychs.org,,,,,,,
recWpjeuHcTFYoDXy,The Childrens Courtyard,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,8521 Davis Blvd,North Richland Hills,TX,76182,Tarrant County,Dallas-Fort Worth,32.906216120812,-97.192085151143,,(682) 337-5242,3252@childrenscourtyard.com,,,,,,,
recWrW9cIcyftBgb1,St. John's Episcopal School Mcallen,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,2500 N Tenth St,Mcallen,TX,78501,Hidalgo County,Rio Grande Valley,26.226350144365,-98.22606819488,http://www.stjohns-mcallen.org,(956) 686-0231,sflores@stjohns-mcallen.org,,,,,,,
recX0usW3MoN6CdUY,K.B Kids Preschool & Daycare,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,1118 Bayou Rd,La Marque,TX,77568,Galveston County,Houston Area,29.369401763624,-94.971816555513,,(409) 908-9833,kbkids1118@gmail.com,,,,,,,
recX5tz2T8RGU1s9w,Santa Clara Of Assisi Catholic Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,4550 W Davis St,Dallas,TX,75211,Dallas County,Dallas-Fort Worth,32.7440027,-96.8976092,https://santaclaraacademy.org,(214) 333-9423,jfernando@santaclaraacademy.org,,,,,,,
recX73575vvuaS7V6,Mount St. Michael Catholic School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,4500 W Davis St,Dallas,TX,75211,Dallas County,Dallas-Fort Worth,32.7480717,-96.8936313,https://www.msmcatholic.org,(214) 337-0244,m.castro@msmcatholic.org,,,,,,,
recXDhbjNJsFqQjki,Little Seeds Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,3034 Sam Rayburn Hwy,Melissa,TX,75454,Collin County,Dallas-Fort Worth,33.2843391,-96.5596043,https://www.littleseedslearning.net,(972) 837-2332,info@littleseedslearning.net,,,,,,,
recXILMfT84NYgZ2N,Jewels Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,6606 Cadillac St,Houston,TX,77021,Harris County,Houston Area,29.700971484619,-95.366574625911,https://www.jewelslearningcenter.com,(713) 741-4097,teachwatts@aol.com,,,,,,,
recXLdMORg9gnF3hw,Cradles To Crayons,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,1115 53rd St,Lubbock,TX,79412,Lubbock County,West Texas,33.545995373902,-101.846812276797,,(806) 762-5919,ptaylor202201@gmail.com,,,,,,,
recXQrEODTy2faJu9,Children's Learning Adventure Child Care Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,10001 Broadway St,Pearland,TX,77584,Brazoria County,Houston Area,29.556170250984,-95.375198446671,https://www.childrenslearningadventure.com,(480) 315-7900,csodja@childrenslearningadventure.com,,,,,,,
recXYoYH2woqtBN8W,Kids R Kids Of Rosenberg,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,502 FM 2977,Rosenberg,TX,77469,Fort Bend County,Houston Area,29.539225143754,-95.744708064721,https://kidsrkids.com/rosenberg,(281) 704-0695,arun@kidsrkidsrosenberg.com,,,,,,,
recXYojzj5wdkHqPF,Redbluff Kids,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,5106 Red Bluff Rd,Pasadena,TX,77503,Harris County,Houston Area,29.670437192879,-95.135727805338,https://www.kids-inc.biz,(281) 991-0515,mg@kids-inc.biz,,,,,,,
recXfZkR2P2EPjnZh,The Roundup Corral Day Care,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,7707 FM 3180th Rd,Baytown,TX,77523,Chambers County,Houston Area,29.807890336275,-94.848678672091,https://www.theroundupcorral.com,(281) 573-2366,theroundupcorral@yahoo.com,,,,,,,
recXfiFZXGJoPUEXx,America's Choice Children's Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,8116 Antoine Dr,Houston,TX,77088,Harris County,Houston Area,29.88597105359,-95.474027029312,https://americaschoicechildcare.com/antoine,(281) 445-2221,accc5@outlook.com,,,,,,,
recXgWV8c1idCW44t,Acton Leadership Academy: Magnolia/Woodlands,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,33227 Forest West St,Magnolia,TX,77354,Montgomery County,Houston Area,30.229007819927,-95.580537584113,https://www.actonleaders.com,(208) 680-8052,michelle@actonwoodlands.org,,,,,,,
recXqI9MjJzYIyEiH,St. Anthony Cathedral Basilica School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,850 Forsythe St,Beaumont,TX,77701,Jefferson County,East Texas,30.0780921,-94.101452,https://www.sacbstx.org,(409) 832-3486,jthomas@sacbstx.org,,,,,,,
recXvEgpP5JRXIytf,The Children's Courtyard,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,1429 S Walnut Ave,New Braunfels,TX,78130,Comal County,San Antonio Area,29.679721930941,-98.122910018678,https://childrecouryard.com,(830) 608-9588,3229@childrenscourtyard.com,,,,,,,
recXw6R6qVkuzlkVU,The Imagine Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,9511 Gnome Ln,Belton,TX,76513,Bell County,Central Texas,31.043762673129,-97.579237239028,https://www.actonimagine.org,(254) 535-3227,c@chipfranks.com,,,,,,,
recY2QZE11ebocqYC,Methodist Preschool,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,206 Flintstone Dr,Canyon Lake,TX,78133,Comal County,San Antonio Area,29.864059467872,-98.301418619897,https://canyonlakemps.org,(830) 899-7109,office@canyonlakemps.org,,,,,,,
recY6KwPfYJLtfb4N,Arcadia First Baptist Christian School,Schools,Schools,Private School,local,,,,,,,,True,,,0,12,False,True,True,True,Grades K–12,EFA-Eligible,14828 Hwy 6,Santa Fe,TX,77517,Galveston County,Houston Area,29.385822290245,-95.127240309376,https://afbcs.org,(409) 925-2825,katywheeler@afbcs.org,,,,,,,
recY6xIgalRqvA4dM,Kids Of The Kingdom,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,130 W Holland St,San Marcos,TX,78666,Hays County,Austin Area,29.894511892701,-97.951443271977,https://kidsofthekingdomcdc.org,(512) 353-5437,director@kokcdc.org,,,,,,,
recY8nmgGG9OACNSl,The Little Rascals Child Care Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,19935 Hwy 6,Manvel,TX,77578,Brazoria County,Houston Area,29.468865196261,-95.360912991141,https://golittlerascals.com,(832) 741-0186,director@golittlerascals.com,,,,,,,
recYDPmVoKzPkOe7L,Building Blocks Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,17645 Kieth Harrow Blvd,Houston,TX,77084,Harris County,Houston Area,29.849017404036,-95.666616548397,https://buildingblocksacademy.net/our-centers/bear-creek,(832) 512-4511,bba_bearcreek@buildingblocksacademy.net,,,,,,,
recYDc07Jw5snqe06,American Heritage Academy And Childcare,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,5701 Ave I,Rosenberg,TX,77471,Fort Bend County,Houston Area,29.558240428298,-95.770075625016,https://americanheritageacademycc.com,(832) 474-6949,ahachildcare@gmail.com,,,,,,,
recYFYeRO1U66IEBZ,Sunshine Kids Daycare,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,"111 W Nolana, Ste 11-12",San Juan,TX,78589,Hidalgo County,Rio Grande Valley,26.229261810555,-98.148928424139,https://www.sunshinekidsrgv.com,(956) 510-8205,sunshinekidsdaycare@hotmail.com,,,,,,,
recYGKwhVywywsqdM,Distinct Abilities Academic Program,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,851 N Dilling St,Alvin,TX,77511,Brazoria County,Houston Area,29.430313241814,-95.24309896623,,(281) 585-5140,laceybranch.daap@gmail.com,,,,,,,
recYKBCslPEEDnnb9,La Petite Academy Beech Trail,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,6865 Beech Trail Dr,San Antonio,TX,78244,Bexar County,San Antonio Area,29.494325907218,-98.332312936025,https://lapetite.com,(210) 661-9718,7642@lapetite.com,,,,,,,
recYXlRrZbbaAT0qZ,Growing Together Preschool And Daycare,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,14600 Gladebrook Dr,Houston,TX,77068,Harris County,Houston Area,29.99241175093,-95.490228609281,https://gtpreschooldaycare.com,(832) 646-5096,growingtogetherpd@gmail.com,,,,,,,
recYZFzepYfeD9J3Z,St. Theresa Catholic School Houston,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,6500 Durford St,Houston,TX,77007,Harris County,Houston Area,29.772772420342,-95.429559849005,https://sttheresaschool.cc,(346) 335-1700,sarah.fox@sttheresa.cc,,,,,,,
recYikdb15T2JccxH,Zion Walburg Lutheran School Georgetown,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,"6101 FM 1105, 6121",Georgetown,TX,78626,Williamson County,Austin Area,30.744920660184,-97.59948843082,https://zionwalburg.org,(512) 863-5345,suzan.winkelman@zionwalburg.org,,,,,,,
recYjjl7Q0xoyYr36,New Beginnings Learning Academy #1,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,410 W Sam Houston Blvd,Pharr,TX,78577,Hidalgo County,Rio Grande Valley,26.188538689161,-98.189529964071,,(956) 601-0265,nbla.pharr@gmail.com,,,,,,,
recYtjteuHKyvFjUo,Lakeside Christian Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,503 S Main St,Euless,TX,76040,Tarrant County,Dallas-Fort Worth,32.831496864044,-97.08230963188,https://www.lakesidechristianacademytx.com,(978) 799-8948,lakesideacademy.euless@gmail.com,,,,,,,
recYzjyXFwqKqt1zu,Laugh N' Discover Early Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,5750 Golden Forest Dr,Houston,TX,77092,Harris County,Houston Area,29.842958317729,-95.474269365454,https://laughndiscover.com,(713) 462-1234,learn@laughndiscover.com,,,,,,,
recZ5QRv9QcHjfnsu,Wisdom Montessori Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,25679 Smotherman Rd,Frisco,TX,75033,Denton County,Dallas-Fort Worth,33.163260490269,-96.888462873067,https://www.wisdommontessoriacademy.com,(469) 252-4525,director@wisdommontessori.com,,,,,,,
recZFwUmbcdU3Ea08,Pearland Kids Club,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,"1925 Pearland Pkwy, Ste 160/170",Pearland,TX,77581,Brazoria County,Houston Area,,,https://pearlandkidsclub.com,(832) 230-3207,info@pearlandkidsclub.com,,,,,,,
recZHsjYTuGAphuhJ,Robindell Private School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,5801 Dashwood Dr,Houston,TX,77081,Harris County,Houston Area,29.707316313606,-95.482637014789,https://www.robindell.com,(713) 539-4628,ctwall@robindell.com,,,,,,,
recZPLh1q7OxCsIwY,New Age Montessori,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,321 Cimarron Trl,Irving,TX,75063,Dallas County,Dallas-Fort Worth,32.932986536187,-96.949350870508,https://www.newagemontessori.com,(972) 910-9730,jyoti@newagemontessori.com,,,,,,,
recZYt7yo2cJ7xhB7,Precious Kargo Academy 2,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,2520 Martin Luther King Jr Blv,Dallas,TX,75215,Dallas County,Dallas-Fort Worth,32.766293474145,-96.771612509522,,(214) 613-2077,preciouskargoacademytwo@yahoo.com,,,,,,,
recZbHxZZ0jLnSi8x,Texas Success Academy (Digital Learning School),Schools,Schools,Private School,local,,,,,,,,True,,,0,12,False,True,True,True,Grades K–12,EFA-Eligible,"4500 W Illinois Ave, Ste 203",Midland,TX,79703,Midland County,West Texas,31.987921890745,-102.136180425953,https://www.texassuccessacademy.com,(817) 472-1117,jgallegos@orionhs.org,,,,,,,
recZhnNmt5avRGBwh,Annapolis Christian Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,3875 S Staples St,Corpus Christi,TX,78411,Nueces County,South Texas,27.736859244001,-97.386192101076,https://annapolischristianacademy.com,(361) 991-6004,tlockyer@aca-cc.org,,,,,,,
recZizLfOq5LYnRs9,Providence Preparatory School,Schools,Schools,Private School,local,,,,,,,,True,,,0,12,False,True,True,True,Grades K–12,EFA-Eligible,506 N Main St,Belton,TX,76513,Bell County,Central Texas,31.061892796805,-97.46172839184,https://provprep.org,(254) 307-1165,bret.billman@provprep.org,,,,,,,
recZkEZOKSi2UEHAd,Holy Family Catholic School Austin,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,9400 Neenah Ave,Austin,TX,78717,Williamson County,Austin Area,30.488052165283,-97.762569039992,https://www.holyfamilycs.org,(512) 246-4455,evu@holyfamilycs.org,,,,,,,
recZxO5OmVG698mYe,Early IVy Education - Live Oak,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,13134 Independence Ave,San Antonio,TX,78233,Bexar County,San Antonio Area,29.560644697216,-98.361996669988,https://earlyivy.com,(210) 654-5500,teachliveoak@earlyivy.com,,,,,,,
